Sample,P,r0,t0,lda0,R,T
2397,474.7,56.7,49.2,725.15,0.11713,0.87637
2398,571.8,105.8,56.5,616.64,0.15971,0.72787
2399,592.1,89.6,89.0,614.47,0.35949,0.32223
2400,623.3,64.4,79.8,734.95,0.13492,0.80685
2401,574.5,57.2,45.6,495.28,0.12668,0.82171
2402,633.7,82.5,47.6,318.24,0.00093,0.85211
2403,458.4,56.1,52.7,339.5,0.01093,0.7645
2404,628.0,59.4,71.5,755.07,0.10651,0.88717
2405,590.7,76.6,83.4,484.82,0.10411,0.84538
2406,544.6,89.1,93.4,659.76,0.22144,0.75729
2407,558.3,54.5,55.7,494.76,0.11772,0.80777
2408,595.1,61.7,66.2,521.43,0.13239,0.76695
2409,565.9,113.5,56.8,663.72,0.15301,0.84166
2410,536.5,55.9,92.1,765.97,0.09839,0.89851
2411,452.5,38.5,75.4,804.83,0.10425,0.89498
2412,461.8,55.8,97.3,490.49,0.07228,0.7124
2413,573.2,118.2,84.2,824.59,0.67985,0.22485
2414,512.2,98.5,62.9,561.34,0.17211,0.53614
2415,466.2,38.2,54.1,773.44,0.10984,0.88943
2416,486.5,101.4,80.8,998.84,0.16922,0.82253
2417,560.5,41.1,67.7,690.57,0.11264,0.88533
2418,516.7,53.1,67.5,606.87,0.16718,0.80342
2419,557.6,108.8,86.8,510.78,0.1735,0.74077
2420,490.8,64.5,63.0,614.16,0.25079,0.65858
2421,455.1,60.9,97.3,513.3,0.05336,0.77133
2422,615.6,31.3,76.5,481.82,0.10746,0.86483
2423,635.0,48.5,67.8,304.09,0.00135,0.91705
2424,579.9,50.2,90.1,695.3,0.09629,0.89601
2425,508.4,72.9,43.9,432.25,0.11442,0.8069
2426,549.6,87.4,91.8,534.62,0.11038,0.47888
2427,505.0,34.1,60.6,706.52,0.11497,0.88427
2428,535.9,45.4,40.2,300.88,0.00224,0.92771
2429,517.8,115.5,54.0,767.42,0.78927,0.07827
2430,557.6,70.2,86.1,396.98,0.02952,0.65105
2431,578.7,70.6,79.0,597.23,0.26439,0.44982
2432,534.2,55.6,93.1,379.41,0.01981,0.71551
2433,523.5,79.1,57.3,612.01,0.14798,0.84454
2434,588.7,92.5,70.7,830.12,0.18142,0.79464
2435,572.7,55.4,43.6,408.15,0.07212,0.83175
2436,467.6,107.2,88.9,979.61,0.20424,0.78492
2437,498.8,81.5,53.4,962.56,0.12501,0.87066
2438,586.6,62.2,78.9,462.36,0.09799,0.75754
2439,530.2,73.3,61.1,899.62,0.11276,0.88405
2440,455.2,119.7,50.8,668.94,0.44005,0.50225
2441,496.4,104.8,44.1,641.03,0.20721,0.76923
2442,597.1,37.6,89.9,774.36,0.10638,0.89303
2443,627.1,59.1,96.4,349.31,0.02961,0.84765
2444,645.2,92.8,90.9,904.6,0.12235,0.86947
2445,551.8,34.3,50.0,307.65,0.00398,0.94833
2446,641.2,97.3,93.4,826.02,0.30395,0.62815
2447,634.5,106.5,97.3,921.27,0.16529,0.82032
2448,505.4,115.8,89.6,955.57,0.24224,0.74314
2449,456.5,107.4,66.2,833.95,0.35185,0.61506
2450,491.9,34.8,82.4,692.99,0.11207,0.88673
2451,484.9,32.9,96.8,742.92,0.10808,0.8912
2452,529.2,87.4,93.6,600.36,0.11467,0.86489
2453,559.5,33.4,64.1,721.46,0.11399,0.88548
2454,619.3,110.2,80.7,979.1,0.17099,0.81799
2455,606.8,58.5,91.4,354.65,0.04303,0.91988
2456,542.1,41.9,57.9,520.18,0.12072,0.8158
2457,493.4,64.8,56.1,820.16,0.11482,0.88131
2458,605.8,106.3,53.4,557.22,0.19409,0.75672
2459,513.4,104.4,98.7,634.46,0.23304,0.72555
2460,455.4,88.3,53.7,732.74,0.43464,0.46553
2461,607.7,76.1,62.3,858.6,0.11543,0.87978
2462,491.5,64.3,83.3,782.48,0.10149,0.89333
2463,592.0,94.8,47.8,987.82,0.13771,0.85568
2464,560.3,55.4,63.4,903.66,0.09856,0.90046
2465,634.2,48.0,49.7,815.21,0.1065,0.89272
2466,545.3,84.5,54.1,842.19,0.1493,0.83914
2467,509.0,46.8,81.4,499.35,0.08852,0.81468
2468,600.0,92.1,42.3,499.89,0.13704,0.8277
2469,504.4,108.7,71.8,696.43,0.50705,0.42341
2470,487.8,31.1,65.0,458.55,0.09692,0.8678
2471,556.2,44.3,54.1,731.97,0.11303,0.88554
2472,470.8,41.0,44.5,669.88,0.11747,0.87897
2473,624.1,114.6,90.1,445.91,0.03058,0.55804
2474,596.4,97.4,99.1,637.34,0.09004,0.85777
2475,555.0,76.4,74.7,855.92,0.11254,0.88248
2476,504.2,108.5,64.2,445.0,0.0605,0.53312
2477,564.1,92.6,95.2,504.28,0.05294,0.74566
2478,620.2,59.7,82.3,914.05,0.09509,0.90375
2479,617.0,57.8,43.0,647.32,0.11818,0.8657
2480,639.5,119.6,88.3,615.88,0.20426,0.46029
2481,636.4,84.3,88.9,494.16,0.10924,0.8024
2482,635.0,62.6,49.7,311.81,0.00565,0.87177
2483,621.9,68.2,96.7,863.9,0.09604,0.90128
2484,632.8,89.2,89.5,849.03,0.1288,0.85734
2485,622.0,62.6,70.2,721.56,0.50709,0.21887
2486,642.0,78.4,80.4,810.34,0.11826,0.86776
2487,562.0,39.7,87.6,713.98,0.10926,0.88946
2488,519.9,119.8,52.8,442.2,0.1332,0.64611
2489,616.7,94.6,53.8,645.78,0.28357,0.53092
2490,514.2,101.8,94.3,490.75,0.12035,0.5125
2491,611.5,90.7,58.4,870.61,0.15327,0.83431
2492,538.2,94.7,77.9,463.1,0.09982,0.61294
2493,538.1,103.3,79.9,307.27,0.02148,0.85697
2494,572.3,40.2,55.7,436.08,0.09865,0.85134
2495,607.9,54.7,63.1,496.93,0.11745,0.87203
2496,450.2,113.8,88.4,725.31,0.818,0.07581
2497,640.5,71.2,81.0,983.4,0.09343,0.90491
2498,626.7,42.9,78.2,541.94,0.11811,0.80924
2499,572.9,103.7,49.2,635.77,0.11438,0.88122
2500,600.8,68.9,52.4,737.63,0.16693,0.78342
2501,554.9,101.9,45.5,308.63,0.00906,0.67769
2502,456.1,56.9,69.3,804.86,0.10683,0.89035
2503,546.5,113.0,64.3,585.83,0.2777,0.43982
2504,494.4,55.5,76.2,848.71,0.10166,0.89662
2505,500.8,70.9,43.6,674.75,0.56138,0.13326
2506,589.6,33.4,56.0,820.85,0.10429,0.89548
2507,577.6,49.7,41.6,941.48,0.09428,0.90518
2508,459.7,80.1,62.7,461.81,0.06025,0.73693
2509,500.6,69.1,93.3,390.06,0.01832,0.60485
2510,537.2,45.7,60.9,359.88,0.02788,0.88177
2511,596.9,74.3,57.7,726.73,0.61111,0.09442
2512,622.7,57.0,69.6,358.65,0.0291,0.88407
2513,583.8,39.6,82.9,749.7,0.10848,0.89071
2514,483.1,52.2,44.2,339.92,0.02339,0.82821
2515,471.1,105.5,55.4,372.4,0.02278,0.7338
2516,603.7,33.0,40.8,700.95,0.11783,0.88154
2517,550.5,83.9,88.6,769.96,0.14663,0.822
2518,649.6,35.0,90.0,580.03,0.11623,0.86422
2519,558.4,35.1,62.6,956.44,0.08906,0.91073
2520,498.2,41.3,97.4,609.04,0.08808,0.85247
2521,508.7,60.1,60.4,709.64,0.11156,0.87675
2522,584.3,114.4,93.7,615.33,0.22723,0.47571
2523,545.2,88.6,46.5,457.14,0.12446,0.81755
2524,552.6,91.7,88.6,871.86,0.13461,0.85536
2525,596.5,98.4,60.5,608.27,0.21617,0.71017
2526,582.9,79.1,53.9,604.79,0.30429,0.48367
2527,649.7,51.9,94.5,346.75,0.01639,0.8629
2528,514.9,111.3,51.3,448.08,0.13567,0.60024
2529,520.7,107.0,70.1,309.22,0.01305,0.8882
2530,550.0,54.3,51.4,416.19,0.08012,0.86982
2531,624.5,119.6,90.5,633.8,0.10448,0.80998
2532,518.9,86.3,82.0,981.8,0.11874,0.87668
2533,489.6,114.0,45.1,897.23,0.38315,0.58222
2534,601.5,108.5,71.5,613.43,0.18498,0.73783
2535,569.7,68.1,41.7,842.63,0.11772,0.87831
2536,644.9,34.9,43.1,930.39,0.09188,0.90798
2537,559.2,68.6,65.6,964.28,0.09943,0.89876
2538,546.2,74.3,71.1,834.18,0.11394,0.88049
2539,647.3,71.3,77.9,501.44,0.11972,0.837
2540,590.1,85.5,54.9,503.81,0.14315,0.78107
2541,479.2,53.8,52.4,988.3,0.09302,0.90606
2542,494.8,102.7,65.5,967.11,0.18873,0.80109
2543,592.7,81.0,62.3,563.35,0.2457,0.56009
2544,453.4,81.6,60.8,359.72,0.01204,0.73694
2545,461.3,84.0,99.9,651.98,0.67704,0.08908
2546,635.3,119.1,69.8,342.03,0.00434,0.66975
2547,505.6,58.8,56.4,773.32,0.11255,0.88377
2548,547.3,89.9,75.7,482.26,0.09044,0.63046
2549,525.6,70.8,67.3,312.98,0.00967,0.92612
2550,648.5,55.4,40.9,416.24,0.0888,0.84768
2551,543.6,94.9,98.5,397.58,0.00679,0.53406
2552,614.3,58.0,46.2,862.14,0.10507,0.89364
2553,499.7,66.7,95.9,610.06,0.22375,0.70288
2554,621.6,111.2,82.4,936.72,0.19991,0.78388
2555,537.1,112.4,74.2,551.42,0.04906,0.55083
2556,488.8,71.9,58.0,300.11,0.00562,0.9132
2557,571.2,73.1,82.0,420.27,0.02323,0.76516
2558,621.8,79.4,55.8,391.54,0.08359,0.83633
2559,491.4,104.8,73.0,582.12,0.15276,0.80373
2560,466.4,69.2,66.0,806.09,0.11735,0.87654
2561,529.3,63.4,41.2,667.77,0.46302,0.21045
2562,471.4,55.0,83.8,866.18,0.09895,0.89933
2563,519.4,66.4,76.1,814.54,0.10611,0.88976
2564,576.1,78.7,57.4,587.49,0.19827,0.71832
2565,532.1,114.5,76.7,916.6,0.26505,0.71572
2566,489.8,78.8,77.6,736.83,0.15056,0.81541
2567,522.9,72.6,42.1,493.04,0.13697,0.77469
2568,628.2,68.5,45.8,983.08,0.09696,0.90161
2569,616.8,58.9,73.9,332.91,0.00762,0.88645
2570,456.2,52.2,57.7,576.66,0.18974,0.69438
2571,535.1,32.0,97.8,388.31,0.05367,0.8892
2572,592.3,32.9,51.7,443.72,0.09625,0.88294
2573,570.9,31.8,98.0,625.29,0.11744,0.88041
2574,524.8,75.3,80.7,336.51,0.02175,0.7804
2575,596.0,81.3,75.7,888.62,0.11342,0.88187
2576,525.1,97.6,69.5,762.27,0.54567,0.33873
2577,598.6,75.9,55.4,636.45,0.1143,0.83948
2578,468.8,110.7,74.6,646.45,0.41115,0.52463
2579,645.6,82.7,85.4,801.43,0.15459,0.81032
2580,587.5,103.9,74.9,908.76,0.18573,0.79976
2581,484.8,44.9,94.2,805.88,0.1001,0.89862
2582,587.8,55.2,56.0,458.96,0.11445,0.84885
2583,450.8,94.3,67.2,315.1,0.03377,0.63911
2584,545.7,57.2,40.5,929.12,0.0997,0.89923
2585,615.0,104.9,54.1,760.54,0.21214,0.75812
2586,594.6,79.3,79.1,614.9,0.35276,0.28325
2587,544.9,94.5,79.9,733.5,0.79089,0.02399
2588,590.3,91.8,75.3,404.85,0.09348,0.65735
2589,492.9,76.8,67.4,636.62,0.30608,0.61199
2590,523.9,39.7,61.7,320.29,0.00486,0.90886
2591,612.6,74.6,71.9,665.12,0.10517,0.89022
2592,600.7,68.7,68.6,681.88,0.12898,0.86954
2593,465.4,55.2,53.7,698.93,0.1134,0.8778
2594,475.4,53.7,62.7,987.02,0.09241,0.9066
2595,608.9,107.1,72.5,334.19,0.00129,0.62185
2596,552.5,59.0,94.8,740.75,0.09365,0.9008
2597,487.6,47.7,72.5,536.45,0.1053,0.78536
2598,512.3,78.0,79.8,635.46,0.24925,0.70372
2599,531.7,36.1,95.9,698.78,0.10995,0.88881
2600,641.8,62.9,75.9,907.34,0.09726,0.90142
2601,463.1,66.5,64.5,717.31,0.11755,0.86503
2602,602.1,73.2,59.0,782.6,0.12646,0.86068
2603,498.8,81.0,44.6,560.09,0.10878,0.83305
2604,646.4,87.3,86.6,305.95,0.01085,0.79414
2605,574.1,77.8,47.0,770.95,0.17829,0.78743
2606,629.2,45.3,88.1,350.22,0.03266,0.89395
2607,551.9,107.6,74.7,777.76,0.79701,0.05864
2608,506.6,88.6,51.7,892.64,0.15795,0.83302
2609,485.5,57.2,69.0,881.69,0.10196,0.89646
2610,591.0,34.3,87.6,749.83,0.10947,0.89003
2611,550.0,43.5,62.0,594.15,0.1128,0.86366
2612,464.0,95.0,64.0,443.32,0.1227,0.52427
2613,476.9,31.5,91.1,702.2,0.11187,0.88728
2614,638.4,41.7,94.5,454.12,0.08424,0.85265
2615,544.5,106.7,84.5,769.69,0.76981,0.09374
2616,498.3,119.5,84.0,462.14,0.16296,0.57924
2617,595.7,109.1,49.1,871.44,0.38686,0.55546
2618,575.8,115.0,68.0,512.3,0.14952,0.53564
2619,483.6,116.7,92.6,796.48,0.52093,0.42059
2620,535.5,43.9,45.9,518.24,0.12753,0.81918
2621,469.1,46.3,48.2,956.71,0.0934,0.90598
2622,589.0,79.6,92.3,956.53,0.10051,0.8963
2623,508.1,79.5,47.7,646.06,0.21913,0.74163
2624,561.1,45.6,49.2,521.26,0.13089,0.81672
2625,539.0,84.6,94.7,671.25,0.3231,0.62596
2626,450.4,112.9,71.0,609.25,0.32271,0.60146
2627,498.4,32.6,89.4,815.47,0.10267,0.8969
2628,471.7,79.0,79.6,645.19,0.52743,0.28633
2629,639.7,30.2,90.6,649.33,0.11858,0.88047
2630,474.2,92.3,78.1,596.58,0.21365,0.72608
2631,589.9,88.0,63.6,628.89,0.12694,0.78856
2632,458.7,45.3,82.7,480.74,0.08783,0.78983
2633,624.7,65.1,78.7,391.83,0.07274,0.83656
2634,469.0,87.0,94.8,876.15,0.12953,0.86214
2635,626.2,56.5,62.1,741.88,0.11065,0.88255
2636,571.8,111.4,41.1,419.62,0.04744,0.74735
2637,553.0,96.1,71.7,487.7,0.10723,0.61977
2638,570.4,51.3,75.7,695.43,0.10264,0.89009
2639,615.2,101.3,89.4,948.4,0.14056,0.85064
2640,494.5,78.4,76.6,765.07,0.13028,0.8515
2641,618.4,52.2,72.4,746.11,0.10695,0.89017
2642,601.0,65.3,69.2,526.09,0.13475,0.75247
2643,480.8,79.0,69.2,777.99,0.13978,0.84426
2644,581.1,45.1,76.7,433.75,0.0872,0.87243
2645,633.8,32.5,41.0,500.6,0.1195,0.86657
2646,461.5,94.2,64.0,657.74,0.4876,0.4166
2647,600.3,117.8,41.4,551.01,0.18371,0.77476
2648,473.5,81.2,82.1,386.19,0.00565,0.59967
2649,585.0,40.5,92.5,791.94,0.10382,0.89548
2650,473.1,69.7,89.6,828.29,0.10279,0.89202
2651,458.9,57.5,74.7,310.48,0.00948,0.93635
2652,450.8,78.8,42.0,401.27,0.06114,0.68458
2653,488.9,37.5,78.1,750.54,0.10854,0.89061
2654,493.0,119.8,62.6,335.04,0.04755,0.64822
2655,500.3,42.3,45.5,612.14,0.13095,0.79027
2656,630.5,78.6,46.5,322.89,0.0151,0.96515
2657,519.2,59.3,90.0,454.98,0.06116,0.74348
2658,641.4,103.6,45.5,688.75,0.12204,0.86913
2659,524.7,117.6,52.7,842.94,0.5938,0.32921
2660,556.4,86.2,82.5,396.36,0.03951,0.56798
2661,523.4,99.6,91.0,384.84,0.01526,0.5048
2662,643.4,55.7,93.6,768.1,0.09891,0.89771
2663,496.9,70.0,52.0,314.91,0.01274,0.90051
2664,467.3,48.2,44.2,738.37,0.11552,0.88193
2665,584.8,56.5,99.1,375.6,0.03591,0.75707
2666,646.7,62.3,77.7,753.4,0.11373,0.85886
2667,550.2,51.6,55.7,438.59,0.08929,0.81216
2668,501.4,78.8,67.6,342.95,0.04383,0.79928
2669,458.5,63.6,58.5,727.28,0.11762,0.87112
2670,517.2,107.2,99.7,505.21,0.09818,0.47329
2671,552.0,106.7,91.1,308.51,0.0351,0.77133
2672,501.7,47.9,46.7,579.77,0.13301,0.86282
2673,594.0,60.9,92.8,950.35,0.09118,0.90752
2674,648.1,97.7,88.5,825.67,0.38125,0.52975
2675,516.0,82.8,81.9,915.64,0.11822,0.87675
2676,554.7,60.2,47.2,362.67,0.04665,0.82207
2677,645.1,110.2,96.5,367.88,0.05644,0.82691
2678,570.6,36.9,53.4,792.82,0.10774,0.89186
2679,626.8,65.5,53.1,677.68,0.11394,0.88259
2680,632.9,100.1,58.9,733.1,0.13488,0.86089
2681,522.1,58.1,52.2,805.55,0.11137,0.88611
2682,626.9,118.8,98.3,932.9,0.24483,0.73287
2683,648.0,40.4,80.1,951.79,0.08906,0.91065
2684,577.4,30.8,64.5,591.56,0.12036,0.87155
2685,613.0,113.3,63.9,610.46,0.10132,0.85721
2686,580.9,65.4,68.8,300.61,0.00293,0.95546
2687,642.7,58.0,42.2,471.23,0.10288,0.86241
2688,539.4,96.2,59.5,513.87,0.18341,0.64253
2689,560.0,93.2,89.2,948.11,0.12669,0.86685
2690,525.1,34.6,46.3,343.43,0.0238,0.91595
2691,648.6,109.3,48.5,358.72,0.02079,0.69096
2692,559.2,42.1,94.4,693.4,0.10589,0.8917
2693,648.6,114.9,58.9,447.62,0.11636,0.61012
2694,633.1,33.0,71.1,703.8,0.1168,0.88301
2695,599.2,71.8,71.4,723.01,0.53889,0.18664
2696,624.0,108.4,80.1,788.96,0.49644,0.42066
2697,549.4,38.4,40.7,664.29,0.1195,0.87754
2698,472.3,109.9,83.9,801.74,0.41417,0.53802
2699,556.3,98.9,69.1,460.89,0.09852,0.8112
2700,556.5,83.8,94.9,485.66,0.06671,0.62387
2701,540.7,108.3,85.1,929.42,0.19792,0.78868
2702,600.5,90.1,59.2,739.77,0.29829,0.64095
2703,599.2,64.8,64.6,718.96,0.16437,0.7629
2704,451.0,86.3,75.5,785.85,0.17321,0.80558
2705,635.5,81.4,58.7,658.38,0.13956,0.79443
2706,648.7,94.3,69.2,491.14,0.12992,0.81713
2707,593.2,94.6,90.4,922.8,0.12804,0.86433
2708,636.1,117.4,76.8,808.47,0.46575,0.46301
2709,453.0,64.5,72.9,499.96,0.09225,0.71576
2710,548.3,102.1,93.9,419.31,0.04713,0.70321
2711,617.8,40.3,70.7,310.15,0.00443,0.95781
2712,563.4,32.1,83.5,697.36,0.11421,0.88509
2713,601.8,98.8,46.4,450.71,0.08487,0.86874
2714,480.1,97.4,95.6,900.69,0.16108,0.82842
2715,505.0,115.0,85.2,486.15,0.12476,0.46115
2716,505.2,43.5,76.4,542.17,0.10959,0.79656
2717,508.3,78.3,76.5,500.65,0.07239,0.69297
2718,460.4,117.8,42.6,856.57,0.57597,0.36234
2719,576.8,82.7,69.5,762.41,0.21328,0.73067
2720,458.4,92.4,78.7,387.5,0.0276,0.76106
2721,512.7,79.5,88.0,888.11,0.11135,0.88372
2722,635.8,100.7,80.4,645.3,0.37016,0.47279
2723,568.4,97.9,47.8,331.12,0.01221,0.92776
2724,552.9,92.5,74.5,534.73,0.18956,0.49087
2725,528.0,103.3,89.7,966.59,0.16243,0.82837
2726,534.8,47.7,70.3,381.69,0.03584,0.81558
2727,572.8,50.8,84.3,641.74,0.11724,0.88127
2728,515.9,56.0,99.4,809.48,0.09592,0.90167
2729,540.1,110.5,97.4,842.68,0.29386,0.67148
2730,463.7,86.2,83.7,740.61,0.20899,0.74568
2731,468.9,69.1,59.7,449.34,0.09466,0.67355
2732,595.2,45.0,80.1,636.03,0.11084,0.88436
2733,606.3,89.7,97.7,368.79,0.05633,0.8537
2734,550.4,89.2,93.9,869.36,0.12331,0.86766
2735,515.8,58.6,46.8,345.42,0.01636,0.82326
2736,608.6,57.5,63.4,597.15,0.15269,0.80896
2737,514.8,70.5,50.1,846.36,0.12036,0.87517
2738,568.0,84.7,84.0,876.78,0.11787,0.87557
2739,513.3,83.9,56.5,398.27,0.06325,0.63245
2740,526.1,69.2,49.5,319.99,0.01762,0.89801
2741,477.8,76.9,87.5,968.79,0.1084,0.88793
2742,467.5,72.8,75.5,733.61,0.12009,0.85953
2743,584.8,61.3,72.5,973.6,0.09255,0.90631
2744,535.0,93.4,51.1,513.7,0.17708,0.66596
2745,499.0,85.2,67.3,914.46,0.13398,0.86003
2746,504.7,50.2,98.7,956.0,0.08886,0.91011
2747,616.9,30.8,47.5,443.17,0.09727,0.88739
2748,462.2,99.7,56.3,886.52,0.23377,0.74999
2749,504.1,51.5,60.6,542.85,0.1311,0.74895
2750,572.9,53.0,84.1,532.33,0.1199,0.72246
2751,490.2,33.6,59.1,782.92,0.10837,0.89121
2752,533.8,46.5,47.6,433.45,0.08475,0.85275
2753,577.0,119.1,58.9,874.83,0.49264,0.44761
2754,482.1,79.5,41.6,564.49,0.13989,0.85074
2755,596.6,98.6,64.6,940.36,0.15318,0.83764
2756,515.7,117.5,74.4,799.5,0.69434,0.2165
2757,542.7,31.8,66.6,774.61,0.10883,0.89085
2758,541.3,39.7,60.1,779.03,0.10861,0.89076
2759,475.5,70.2,89.6,712.41,0.09635,0.87846
2760,620.8,66.3,91.4,538.62,0.11335,0.70781
2761,475.8,54.0,68.3,664.7,0.09905,0.8831
2762,453.8,84.1,93.3,877.37,0.1264,0.86605
2763,498.2,72.3,43.3,716.75,0.21957,0.71286
2764,465.6,42.2,56.6,895.76,0.09795,0.9015
2765,490.3,58.7,67.7,654.06,0.1149,0.81518
2766,588.7,94.7,81.2,785.12,0.41149,0.48797
2767,494.2,98.5,98.5,574.95,0.0891,0.73245
2768,557.4,91.0,65.5,445.56,0.10309,0.65247
2769,644.5,55.1,48.7,732.19,0.21572,0.68895
2770,545.8,61.7,57.6,651.62,0.23885,0.69295
2771,629.1,100.8,54.1,504.8,0.11209,0.73492
2772,472.3,59.3,50.4,837.26,0.11199,0.88552
2773,572.3,92.3,82.1,440.8,0.05282,0.57866
2774,645.4,84.9,66.4,339.12,0.02452,0.78732
2775,515.0,61.7,56.1,743.05,0.11543,0.87733
2776,568.2,107.3,83.1,539.6,0.25666,0.52173
2777,478.3,93.0,92.1,701.01,0.7291,0.09587
2778,636.9,31.3,52.8,775.13,0.10959,0.8902
2779,531.0,108.2,41.3,847.27,0.47897,0.44406
2780,580.1,106.1,73.7,634.6,0.09846,0.8881
2781,587.0,51.5,95.0,522.87,0.0924,0.78981
2782,524.5,103.5,43.0,544.95,0.16654,0.74314
2783,517.5,108.2,48.8,868.89,0.34338,0.61928
2784,585.3,78.9,40.4,469.12,0.12062,0.7777
2785,531.6,37.6,43.3,853.31,0.1018,0.89788
2786,560.6,60.1,71.9,945.96,0.09522,0.90356
2787,497.3,75.6,58.1,698.18,0.33463,0.52851
2788,525.2,53.9,83.7,740.35,0.10136,0.89516
2789,484.3,90.1,60.5,863.59,0.17115,0.81693
2790,645.7,67.0,82.0,416.94,0.0738,0.74775
2791,510.4,93.9,90.6,858.21,0.15143,0.83577
2792,639.7,32.1,40.7,794.04,0.10784,0.89197
2793,557.7,110.1,42.9,901.59,0.32036,0.64353
2794,571.2,58.2,74.8,915.06,0.09653,0.90231
2795,562.5,47.2,92.0,756.52,0.10328,0.89511
2796,561.8,72.8,96.3,766.91,0.09446,0.89306
2797,525.5,93.5,44.1,865.69,0.20337,0.77745
2798,472.1,90.0,86.9,408.06,0.02077,0.52974
2799,614.3,56.9,88.9,703.67,0.20168,0.76908
2800,589.3,84.5,72.1,492.86,0.12853,0.77694
2801,578.2,61.0,90.6,613.32,0.0855,0.86819
2802,631.1,60.6,55.9,532.74,0.13924,0.81498
2803,599.9,40.8,96.1,464.93,0.09717,0.87618
2804,644.1,40.4,79.9,407.5,0.06542,0.85036
2805,522.6,77.6,75.0,757.78,0.13143,0.84699
2806,521.5,103.4,66.7,576.42,0.11455,0.74446
2807,581.7,73.8,93.1,473.63,0.06847,0.84208
2808,592.2,114.1,94.1,393.62,0.01103,0.46081
2809,462.3,84.2,55.9,324.49,0.03717,0.68385
2810,589.9,84.2,97.6,344.52,0.04563,0.8845
2811,496.2,103.7,93.7,927.81,0.1816,0.80694
2812,595.0,109.5,60.7,335.43,0.00509,0.78541
2813,605.7,93.1,40.1,781.7,0.58529,0.18627
2814,529.4,36.6,48.5,933.59,0.09234,0.90742
2815,621.7,117.3,67.1,479.0,0.07219,0.83529
2816,522.3,75.2,54.4,903.93,0.11792,0.87841
2817,517.8,86.9,72.8,853.96,0.1413,0.84877
2818,496.8,72.1,71.9,712.63,0.13408,0.82924
2819,634.4,108.0,41.0,690.86,0.11959,0.87694
2820,504.0,118.6,64.9,720.05,0.60071,0.32181
2821,457.7,58.0,74.6,778.93,0.10499,0.8913
2822,639.6,41.8,96.1,490.84,0.09895,0.8568
2823,595.5,71.0,46.6,411.05,0.08505,0.77396
2824,577.7,44.6,56.4,670.71,0.11253,0.87043
2825,535.2,49.2,94.7,357.73,0.03049,0.86137
2826,608.7,31.0,81.6,959.2,0.08776,0.91208
2827,576.9,63.3,64.6,822.35,0.10756,0.88967
2828,518.3,55.0,59.7,767.89,0.11011,0.88717
2829,591.2,95.8,42.9,837.55,0.2917,0.65433
2830,644.1,107.7,65.3,920.51,0.2112,0.7688
2831,554.4,108.1,66.0,933.46,0.21111,0.77411
2832,637.7,58.2,80.9,700.65,0.11185,0.88713
2833,481.3,32.7,57.9,839.93,0.10229,0.89741
2834,486.5,71.6,97.9,350.47,0.00644,0.57606
2835,527.2,84.7,87.6,774.8,0.14458,0.82911
2836,550.8,64.3,89.0,515.83,0.12667,0.68214
2837,519.9,104.4,52.5,432.6,0.08044,0.82087
2838,531.5,112.7,93.8,712.49,0.54591,0.38636
2839,502.0,34.2,53.6,492.13,0.11205,0.85841
2840,533.1,109.9,87.4,982.49,0.18743,0.80182
2841,570.8,55.7,85.4,947.08,0.09165,0.90734
2842,579.8,86.6,50.2,623.67,0.13189,0.7927
2843,477.5,55.4,68.3,385.21,0.03608,0.75055
2844,565.3,82.0,85.6,714.18,0.70809,0.0712
2845,515.5,99.3,50.8,723.91,0.55146,0.32718
2846,550.3,54.3,96.5,856.66,0.096,0.90256
2847,493.8,52.9,47.5,811.56,0.11032,0.88793
2848,609.7,106.3,78.9,929.5,0.17898,0.8075
2849,602.5,59.4,71.6,330.22,0.01674,0.94117
2850,465.1,75.5,61.2,458.39,0.06542,0.6856
2851,483.5,116.5,78.3,854.05,0.38471,0.58299
2852,456.9,118.9,48.3,426.66,0.16872,0.55049
2853,537.2,47.7,71.9,541.69,0.12428,0.78211
2854,576.1,83.0,69.8,845.69,0.12776,0.86343
2855,598.9,36.4,50.0,998.63,0.08472,0.91511
2856,555.7,72.8,65.1,980.36,0.1016,0.89623
2857,533.6,109.4,40.4,729.25,0.27877,0.67183
2858,485.9,105.4,87.1,805.24,0.32456,0.6348
2859,648.8,86.2,53.1,639.67,0.17975,0.78618
2860,473.0,58.5,85.7,727.07,0.09523,0.89806
2861,608.7,104.3,91.6,592.78,0.02148,0.6681
2862,499.0,84.2,91.3,997.94,0.1136,0.88207
2863,544.0,48.1,81.5,537.48,0.10961,0.82546
2864,575.5,98.2,42.7,768.95,0.54198,0.29109
2865,472.5,81.0,62.0,346.23,0.02649,0.57483
2866,587.3,38.0,60.6,537.44,0.12492,0.82269
2867,522.2,76.2,42.1,424.97,0.08485,0.74652
2868,591.5,100.6,45.1,480.1,0.09436,0.82046
2869,632.1,109.7,54.9,958.95,0.20143,0.78218
2870,498.6,70.5,67.5,970.5,0.10421,0.89339
2871,549.7,99.4,68.2,507.75,0.17381,0.70771
2872,508.6,79.6,60.4,506.65,0.09953,0.75483
2873,551.1,77.5,81.9,533.88,0.11671,0.53511
2874,548.1,111.2,95.6,553.7,0.09199,0.32191
2875,550.7,49.5,83.9,439.71,0.06815,0.80086
2876,639.3,77.4,55.7,911.6,0.11103,0.88572
2877,621.3,96.7,90.1,657.47,0.09457,0.87309
2878,505.7,107.0,47.9,788.8,0.72093,0.14349
