Sample,P,r0,t0,lda0,R,T
4345,576.2,60.3,95.1,327.84,0.021,0.86702
4346,637.5,84.4,94.7,770.74,0.72537,0.0402
4347,535.0,77.2,59.1,491.32,0.14357,0.76003
4348,549.9,77.1,51.6,551.27,0.13609,0.80581
4349,582.7,96.7,85.2,749.98,0.69153,0.16461
4350,609.3,94.8,94.9,683.96,0.12125,0.87606
4351,466.5,87.3,62.9,588.19,0.20285,0.74923
4352,585.5,83.4,48.4,339.29,0.01276,0.89185
4353,616.2,119.7,84.1,673.11,0.10376,0.89047
4354,525.8,63.0,80.6,393.02,0.01927,0.80184
4355,499.2,53.2,84.8,405.44,0.03781,0.78415
4356,492.3,86.5,98.4,566.72,0.08861,0.77375
4357,496.3,99.6,51.8,557.95,0.105,0.82603
4358,524.7,116.7,79.3,584.17,0.10078,0.76503
4359,638.9,74.2,65.1,418.71,0.08355,0.74484
4360,580.9,50.7,78.8,472.92,0.09054,0.86294
4361,551.7,68.4,53.7,632.86,0.13347,0.86427
4362,507.3,39.5,64.9,999.97,0.08558,0.91407
4363,471.9,78.7,99.0,831.35,0.10651,0.88528
4364,591.4,56.6,41.3,759.72,0.11687,0.87922
4365,463.2,72.3,58.4,659.97,0.57039,0.13999
4366,630.8,97.6,44.5,802.0,0.59848,0.19004
4367,537.8,89.0,54.1,822.15,0.18768,0.79026
4368,515.4,112.7,54.2,631.74,0.19152,0.79224
4369,598.9,37.6,71.5,368.92,0.0419,0.8716
4370,554.5,37.2,75.1,385.95,0.04771,0.87073
4371,574.7,57.6,46.7,525.3,0.14122,0.81462
4372,615.3,61.8,72.4,607.34,0.19374,0.71106
4373,586.9,109.6,81.4,647.11,0.10378,0.88955
4374,607.3,41.3,67.5,651.47,0.11626,0.88175
4375,645.4,51.4,42.7,336.87,0.02429,0.90546
4376,601.4,94.7,85.2,994.65,0.11996,0.87486
4377,466.3,95.4,55.5,537.09,0.11168,0.85514
4378,513.2,117.4,63.1,497.69,0.15902,0.52983
4379,520.0,114.2,84.8,742.62,0.83168,0.0507
4380,482.6,98.7,92.3,784.66,0.2617,0.69837
4381,505.2,31.1,71.4,800.16,0.10576,0.89392
4382,604.7,75.7,46.6,566.07,0.1836,0.74958
4383,508.9,81.6,89.0,454.83,0.05664,0.80017
4384,547.6,63.1,40.8,693.68,0.20256,0.70156
4385,457.6,30.0,58.1,886.04,0.09695,0.90284
4386,479.6,114.5,63.0,816.4,0.5369,0.40234
4387,622.3,59.3,71.6,327.88,0.01282,0.84486
4388,453.8,102.3,68.4,540.01,0.12688,0.74087
4389,450.3,54.1,80.4,568.94,0.17201,0.67198
4390,533.3,70.2,43.3,734.28,0.16152,0.8053
4391,542.2,35.5,96.9,483.39,0.09936,0.85735
4392,454.3,105.2,88.6,664.76,0.68952,0.19246
4393,620.2,113.5,58.7,560.96,0.11461,0.87009
4394,647.6,108.2,77.6,357.88,0.00314,0.66226
4395,475.5,108.3,44.3,957.9,0.26188,0.71997
4396,573.9,32.7,69.3,818.11,0.10398,0.89575
4397,591.5,46.1,80.2,335.68,0.01707,0.88415
4398,649.3,113.9,46.7,781.35,0.1418,0.84452
4399,461.8,97.5,87.2,779.61,0.26679,0.69475
4400,605.7,50.3,87.0,395.96,0.04581,0.79505
4401,464.8,33.2,65.7,324.81,0.00669,0.8936
4402,492.4,109.4,69.9,749.62,0.83057,0.03975
4403,566.7,75.3,87.6,489.18,0.09786,0.68666
4404,451.1,77.1,74.9,373.34,0.00411,0.68205
4405,610.2,42.3,79.2,835.42,0.10128,0.89818
4406,641.8,50.1,49.0,670.47,0.11684,0.88004
4407,585.7,92.2,54.0,899.37,0.15301,0.83711
4408,621.2,87.3,80.7,542.29,0.14786,0.68751
4409,588.4,60.3,43.0,861.98,0.10737,0.89096
4410,553.1,77.9,49.4,456.35,0.09683,0.88216
4411,559.8,103.3,59.7,631.35,0.12238,0.87452
4412,555.1,83.5,70.9,422.97,0.08616,0.84028
4413,532.5,46.9,94.1,412.26,0.04721,0.80029
4414,495.1,104.6,49.3,806.43,0.4963,0.42511
4415,524.0,72.7,46.8,611.51,0.14296,0.85117
4416,596.8,84.4,79.7,898.07,0.11516,0.87963
4417,486.9,60.2,41.1,482.89,0.10594,0.82045
4418,507.6,84.6,44.8,647.45,0.20407,0.76581
4419,571.5,119.6,57.7,863.06,0.57016,0.3552
4420,459.9,45.4,73.9,479.12,0.09483,0.79731
4421,495.6,56.4,67.8,329.07,0.00455,0.76688
4422,490.2,106.5,63.8,301.26,0.00732,0.8583
4423,627.9,65.9,44.6,988.59,0.09486,0.90394
4424,613.7,77.9,64.7,572.84,0.22019,0.66726
4425,633.2,40.9,85.3,991.87,0.08486,0.91482
4426,637.9,88.2,60.8,633.04,0.19121,0.76504
4427,570.9,70.9,96.5,411.48,0.01709,0.66108
4428,493.4,93.4,78.9,534.87,0.0735,0.56863
4429,545.3,53.4,77.6,528.13,0.09785,0.73032
4430,518.7,48.7,99.4,625.99,0.09729,0.71992
4431,534.2,39.9,61.0,895.15,0.09653,0.9031
4432,544.6,107.5,90.1,569.24,0.01665,0.66455
4433,482.9,94.4,98.0,993.78,0.13765,0.85562
4434,451.4,34.4,66.4,668.61,0.11467,0.88357
4435,586.7,83.7,78.6,945.39,0.11097,0.88505
4436,631.6,40.5,94.8,796.04,0.10362,0.89575
4437,538.8,36.8,94.1,995.96,0.08412,0.91553
4438,590.9,42.4,75.3,491.07,0.11306,0.8265
4439,519.7,40.3,42.2,315.78,0.00851,0.91988
4440,584.7,69.8,64.4,697.95,0.33806,0.55753
4441,636.4,55.7,87.3,458.1,0.07197,0.81614
4442,486.1,58.4,60.7,421.38,0.07933,0.74462
4443,546.8,101.4,93.8,857.64,0.18535,0.7954
4444,586.7,67.6,58.9,676.0,0.14145,0.85367
4445,573.3,49.2,54.3,671.68,0.1196,0.84099
4446,568.0,37.8,98.4,551.48,0.10408,0.85669
4447,540.2,97.3,76.2,767.48,0.49829,0.3938
4448,585.1,92.9,43.2,316.82,0.00551,0.7583
4449,592.6,82.6,59.1,428.26,0.05425,0.72985
4450,608.5,108.9,41.5,770.32,0.19528,0.76944
4451,608.5,107.4,65.9,642.32,0.2421,0.6142
4452,599.8,66.5,75.4,974.45,0.09397,0.90457
4453,493.8,85.6,83.8,628.18,0.26918,0.6745
4454,633.6,88.9,98.6,450.86,0.03359,0.62693
4455,501.5,43.4,88.8,560.92,0.10464,0.85505
4456,561.8,76.8,81.8,559.09,0.07795,0.78324
4457,557.4,41.2,56.0,319.29,0.00682,0.91578
4458,478.1,37.1,53.7,302.1,0.00222,0.94134
4459,510.0,44.6,58.4,882.18,0.09914,0.90027
4460,610.3,89.4,54.8,918.67,0.13448,0.85855
4461,457.3,53.7,66.3,722.18,0.10708,0.8881
4462,645.7,55.1,89.7,654.55,0.09922,0.8913
4463,516.8,100.6,41.2,679.46,0.21271,0.75979
4464,547.5,59.4,54.4,353.05,0.03933,0.83001
4465,519.1,30.2,72.1,658.45,0.11753,0.88136
4466,544.9,78.3,66.0,734.57,0.2109,0.72425
4467,453.0,33.3,57.1,619.39,0.11667,0.87681
4468,492.3,41.7,87.7,885.02,0.09561,0.90374
4469,643.2,31.0,81.7,507.31,0.1128,0.8613
4470,540.0,76.1,49.8,963.79,0.11148,0.88558
4471,646.7,67.7,97.7,928.15,0.09256,0.90569
4472,603.2,69.3,65.2,364.26,0.04635,0.91991
4473,542.9,73.7,96.2,961.91,0.09685,0.90039
4474,459.1,87.1,45.8,640.02,0.28796,0.64712
4475,614.6,97.3,62.0,595.58,0.04964,0.82795
4476,599.4,34.9,94.5,575.71,0.11283,0.86779
4477,617.4,95.1,97.3,685.11,0.11167,0.88557
4478,516.0,50.0,60.1,868.97,0.10147,0.89761
4479,626.1,94.2,94.6,869.99,0.13564,0.85082
4480,533.0,34.5,83.2,446.71,0.09032,0.83537
4481,647.2,83.9,75.1,762.81,0.25538,0.69961
4482,550.0,80.6,92.3,666.79,0.24871,0.72061
4483,478.5,30.3,47.3,447.83,0.09741,0.876
4484,484.4,62.2,47.7,497.38,0.13073,0.78968
4485,472.9,32.5,42.9,581.22,0.12859,0.82525
4486,546.4,38.0,76.8,396.49,0.054,0.87449
4487,501.0,73.6,59.8,898.94,0.11642,0.88004
4488,544.0,58.1,90.9,620.21,0.1286,0.86708
4489,582.6,61.3,63.1,919.42,0.09889,0.89984
4490,483.4,68.0,76.0,795.44,0.1085,0.88559
4491,595.6,96.9,46.4,518.07,0.15701,0.78083
4492,566.9,110.5,60.9,991.92,0.19501,0.79309
4493,571.3,70.6,54.7,818.96,0.11803,0.87659
4494,592.4,41.1,75.6,942.46,0.09053,0.90912
4495,555.4,98.1,64.9,921.01,0.16462,0.8252
4496,510.2,83.2,96.6,561.24,0.06262,0.70384
4497,589.3,110.2,46.7,746.37,0.20444,0.76814
4498,506.4,52.0,98.0,789.27,0.09768,0.90015
4499,573.5,96.0,55.3,725.36,0.2699,0.68557
4500,468.7,32.4,76.2,630.52,0.11428,0.88171
4501,466.8,31.5,82.0,803.87,0.10441,0.89517
4502,463.1,84.5,40.2,441.22,0.12684,0.67675
4503,628.0,95.9,55.1,747.25,0.15959,0.82629
4504,487.4,69.8,71.9,791.22,0.11276,0.88036
4505,502.3,119.3,96.0,579.63,0.04854,0.63902
4506,561.4,53.3,56.0,934.31,0.09558,0.90366
4507,485.4,90.1,97.2,949.83,0.12864,0.86479
4508,607.1,58.6,62.8,903.8,0.09881,0.90014
4509,616.4,99.2,72.8,486.79,0.12831,0.70672
4510,616.8,107.4,50.6,784.77,0.30241,0.6337
4511,493.7,88.8,61.5,741.35,0.39347,0.51118
4512,511.3,102.0,57.4,760.87,0.74555,0.10295
4513,477.2,78.6,49.4,529.19,0.15223,0.64976
4514,647.0,40.8,62.3,811.15,0.10517,0.89439
4515,479.9,71.9,55.7,859.72,0.12193,0.8735
4516,511.1,81.5,90.3,757.22,0.13023,0.84306
4517,590.9,74.3,85.2,921.54,0.10061,0.89666
4518,633.3,44.2,70.3,562.92,0.12798,0.78986
4519,640.5,59.8,47.2,933.75,0.09724,0.90182
4520,560.7,30.9,79.4,304.81,0.00219,0.95464
4521,605.2,62.4,61.8,759.81,0.11162,0.88203
4522,641.3,61.1,71.7,872.67,0.10042,0.89819
4523,601.6,38.8,78.8,334.95,0.01591,0.91931
4524,589.5,115.2,50.0,563.67,0.2909,0.55127
4525,642.9,57.0,80.3,328.47,0.02169,0.94933
4526,455.5,54.5,84.9,758.41,0.09976,0.89667
4527,525.0,117.5,55.3,604.02,0.13725,0.8515
4528,561.6,30.4,41.3,982.11,0.086,0.9139
4529,616.0,88.4,56.6,973.35,0.11987,0.87559
4530,493.1,107.2,66.3,717.48,0.73784,0.14293
4531,603.0,43.0,95.7,877.71,0.09558,0.90388
4532,491.5,114.3,97.1,346.92,0.03761,0.41147
4533,475.1,35.4,61.5,799.99,0.10643,0.89308
4534,630.3,91.1,83.2,526.6,0.12783,0.75086
4535,488.6,94.4,72.2,711.28,0.79303,0.02864
4536,631.9,83.6,82.5,726.64,0.14585,0.84924
4537,559.6,98.2,62.1,857.0,0.20901,0.76938
4538,560.0,90.0,79.9,593.76,0.28914,0.36458
4539,643.3,106.1,85.3,636.96,0.10429,0.85676
4540,633.8,30.2,99.4,738.74,0.1109,0.88872
4541,494.9,49.4,52.9,921.32,0.09728,0.90196
4542,510.0,114.7,68.2,677.28,0.34067,0.62177
4543,596.9,50.3,54.1,740.49,0.11248,0.88517
4544,496.1,68.6,69.0,887.97,0.10855,0.88861
4545,474.1,116.4,96.3,449.45,0.12259,0.43616
4546,515.5,64.9,53.4,727.81,0.12313,0.86275
4547,594.2,70.4,76.5,865.99,0.10416,0.8929
4548,513.6,36.6,50.4,445.36,0.09475,0.86163
4549,492.5,113.2,94.0,347.91,0.04343,0.41904
4550,460.3,100.4,52.8,436.91,0.14246,0.55295
4551,510.6,88.6,82.5,637.0,0.24132,0.72122
4552,475.0,66.9,46.3,638.75,0.38446,0.40873
4553,521.8,77.3,54.9,728.3,0.23464,0.69419
4554,459.3,117.7,85.9,674.41,0.69939,0.20598
4555,494.0,77.4,57.0,806.73,0.13887,0.85029
4556,594.7,87.4,58.4,541.85,0.15983,0.80676
4557,479.6,65.2,42.8,789.51,0.12601,0.8676
4558,644.2,45.9,82.5,704.32,0.11294,0.8863
4559,487.2,120.0,73.9,652.81,0.36741,0.58707
4560,512.2,108.3,43.5,547.32,0.1996,0.65764
4561,602.9,74.7,79.9,680.14,0.12481,0.87381
4562,562.9,88.9,71.6,392.49,0.07188,0.61574
4563,595.3,118.7,91.6,438.28,0.00217,0.71551
4564,521.9,101.6,98.1,755.29,0.57349,0.31377
4565,602.8,83.5,42.4,542.72,0.17405,0.72217
4566,634.6,35.6,90.7,704.94,0.11568,0.88401
4567,463.6,45.6,61.4,456.43,0.08293,0.82744
4568,649.9,115.3,92.0,670.38,0.48624,0.27878
4569,613.5,110.9,58.6,824.45,0.80159,0.02632
4570,562.6,44.8,55.3,374.03,0.0425,0.86323
4571,501.9,93.6,97.8,612.86,0.19941,0.74916
4572,475.6,55.0,48.2,679.12,0.11766,0.86628
4573,639.8,76.4,88.9,308.07,0.00942,0.83696
4574,567.5,43.3,40.8,852.81,0.10274,0.89678
4575,508.7,51.5,68.3,419.21,0.05807,0.85712
4576,452.1,72.9,99.3,624.44,0.48738,0.20775
4577,539.9,55.7,99.9,412.56,0.0715,0.79852
4578,544.8,72.7,81.2,511.07,0.14137,0.67805
4579,592.7,43.4,93.1,382.33,0.03988,0.82191
4580,484.1,52.6,59.1,812.13,0.1077,0.89055
4581,562.7,70.5,53.2,952.6,0.10418,0.89374
4582,646.2,109.9,96.5,459.93,0.03281,0.58053
4583,560.2,31.9,83.8,726.25,0.11215,0.88734
4584,608.8,56.7,46.4,744.67,0.11666,0.87795
4585,509.0,81.5,50.8,903.34,0.1336,0.86073
4586,611.1,119.3,56.3,473.54,0.09997,0.84934
4587,502.0,97.1,83.2,435.55,0.04012,0.51518
4588,527.1,53.0,63.8,667.55,0.10472,0.87552
4589,571.4,71.7,76.6,488.99,0.11612,0.73575
4590,501.4,50.6,71.4,519.93,0.11576,0.76183
4591,621.5,31.8,44.5,850.37,0.10103,0.89883
4592,578.3,117.6,46.2,399.95,0.11114,0.58589
4593,601.6,78.4,45.7,402.39,0.06874,0.75489
4594,545.6,101.2,97.3,929.94,0.1505,0.83967
4595,483.7,59.8,68.4,425.05,0.05823,0.73469
4596,551.2,82.6,83.8,403.18,0.00847,0.64619
4597,490.1,104.5,78.7,437.62,0.03053,0.76712
4598,565.8,35.6,90.5,857.99,0.09828,0.90136
4599,639.1,66.3,65.7,572.12,0.18474,0.65982
4600,501.9,104.5,42.5,839.55,0.40525,0.5369
4601,517.1,41.2,51.9,505.01,0.11655,0.83503
4602,611.8,110.8,96.7,616.82,0.06427,0.83596
4603,524.2,50.4,48.1,301.97,0.00106,0.92569
4604,519.1,38.9,45.3,535.88,0.1304,0.82258
4605,526.8,53.9,60.0,838.24,0.10513,0.89347
4606,574.7,119.9,86.3,737.47,0.37012,0.59271
4607,459.2,105.8,89.7,687.53,0.82073,0.04332
4608,581.2,93.5,79.9,318.93,0.00157,0.76748
4609,609.5,102.8,86.4,738.84,0.23623,0.74316
4610,486.0,48.3,49.4,889.77,0.10069,0.89853
4611,479.6,119.8,41.1,646.73,0.2441,0.72609
4612,460.2,115.0,92.5,972.97,0.25604,0.73023
4613,583.8,99.5,50.3,730.55,0.21474,0.75513
4614,558.0,40.8,91.1,591.65,0.10625,0.8695
4615,620.4,57.1,63.3,766.82,0.10904,0.88775
4616,502.8,35.8,71.3,730.04,0.11155,0.88767
4617,615.0,54.7,74.4,622.29,0.10107,0.85298
4618,527.8,90.4,64.2,409.52,0.04162,0.60605
4619,454.7,35.2,65.2,953.02,0.09013,0.90954
4620,588.9,71.6,40.9,702.4,0.18941,0.76621
4621,596.1,101.8,86.7,597.85,0.07013,0.83091
4622,523.5,54.2,92.7,312.16,0.01061,0.91365
4623,506.1,38.4,98.3,608.9,0.09394,0.86392
4624,523.0,88.9,53.3,389.55,0.015,0.76033
4625,639.3,84.2,54.1,509.69,0.13631,0.73615
4626,511.8,71.0,41.8,395.85,0.08336,0.77452
4627,451.3,94.6,77.8,798.18,0.22805,0.74501
4628,612.9,54.0,78.1,693.16,0.12944,0.86876
4629,604.5,83.4,86.6,715.84,0.2141,0.76612
4630,507.7,103.3,68.4,815.79,0.32797,0.62933
4631,452.8,71.6,80.0,486.25,0.08641,0.66013
4632,630.9,104.6,62.9,647.72,0.53081,0.23148
4633,611.2,48.1,58.3,584.41,0.11254,0.82309
4634,621.0,106.7,93.0,684.83,0.10797,0.88867
4635,630.4,45.8,81.8,689.34,0.11346,0.88559
4636,577.6,30.1,84.2,587.83,0.11809,0.87281
4637,565.4,57.2,73.9,933.96,0.09484,0.9041
4638,626.7,85.3,70.1,832.01,0.13964,0.84527
4639,469.3,52.4,80.2,699.79,0.09854,0.89534
4640,640.1,104.2,72.4,548.33,0.16525,0.74393
4641,554.5,117.4,77.3,311.94,0.02875,0.79649
4642,573.2,70.7,72.3,668.44,0.1636,0.82684
4643,499.4,37.4,77.5,528.47,0.10753,0.82285
4644,587.9,114.2,67.1,980.04,0.20961,0.77641
4645,539.6,64.2,56.0,617.63,0.13104,0.86702
4646,455.6,52.3,46.5,786.96,0.11341,0.88425
4647,619.1,114.7,66.0,968.22,0.21515,0.7686
4648,511.5,75.7,66.8,484.47,0.12308,0.6786
4649,491.6,52.7,83.6,484.21,0.07162,0.80156
4650,543.4,80.7,67.4,639.48,0.16083,0.82999
4651,535.9,106.6,69.5,965.22,0.18991,0.79891
4652,638.0,98.0,40.6,532.42,0.1441,0.83419
4653,577.8,49.5,57.8,693.88,0.11167,0.88153
4654,541.4,62.1,55.5,708.92,0.11959,0.86189
4655,459.7,51.0,73.0,392.76,0.06793,0.81807
4656,531.8,115.7,92.7,718.13,0.56985,0.36086
4657,582.3,109.5,80.5,378.04,0.07193,0.62382
4658,591.1,105.0,92.7,856.35,0.22796,0.7432
4659,548.0,95.6,66.2,747.61,0.77822,0.02971
4660,534.8,40.2,93.3,702.04,0.10747,0.8908
4661,570.5,108.5,89.6,555.23,0.24471,0.29237
4662,456.1,90.5,95.2,752.82,0.20903,0.75024
4663,517.9,31.5,85.3,539.25,0.11221,0.8476
4664,541.9,72.0,50.2,571.89,0.21085,0.64264
4665,460.0,47.9,53.0,655.61,0.11095,0.87674
4666,517.0,104.9,86.6,618.55,0.1795,0.79241
4667,511.0,36.2,63.3,634.17,0.1148,0.87946
4668,623.7,86.2,90.5,311.69,0.01721,0.89433
4669,475.4,117.8,76.3,362.49,0.0103,0.64011
4670,462.6,59.5,92.7,665.92,0.07458,0.89404
4671,618.7,68.7,40.6,578.88,0.17685,0.76243
4672,552.8,33.7,42.8,851.13,0.10142,0.89837
4673,534.6,64.9,99.5,745.6,0.08738,0.90404
4674,575.0,101.9,57.1,425.66,0.03,0.80626
4675,473.6,44.1,66.9,418.82,0.06257,0.83362
4676,492.4,117.3,64.6,834.41,0.5127,0.43381
4677,512.0,98.5,90.2,748.02,0.54337,0.34382
4678,496.9,37.0,56.4,419.85,0.08854,0.85013
4679,605.5,107.9,80.2,307.37,0.01294,0.9113
4680,591.5,107.9,64.1,824.74,0.58136,0.31003
4681,521.4,55.5,50.4,481.26,0.12057,0.80002
4682,595.8,109.0,90.1,854.19,0.30185,0.65771
4683,612.2,104.0,81.9,375.99,0.07335,0.81607
4684,605.4,61.3,100.0,854.38,0.09498,0.90306
4685,637.8,86.6,97.4,329.41,0.02415,0.91234
4686,637.5,94.3,72.9,918.17,0.13488,0.85696
4687,627.2,119.0,75.7,901.06,0.37462,0.58342
4688,507.9,77.6,67.9,564.32,0.09749,0.7958
4689,527.8,84.9,53.1,559.34,0.19696,0.66308
4690,640.0,81.8,49.8,660.81,0.18392,0.71641
4691,527.7,102.7,94.3,698.6,0.51161,0.41507
4692,560.1,41.6,94.0,932.99,0.09044,0.90907
4693,553.2,75.6,72.7,980.95,0.10288,0.89457
4694,491.2,76.9,61.7,777.1,0.13968,0.84545
4695,455.2,71.6,70.0,736.02,0.12403,0.85772
4696,488.8,66.8,93.1,840.9,0.09884,0.89731
4697,603.8,99.7,59.8,336.36,3e-05,0.70687
4698,538.3,36.6,42.0,921.67,0.09376,0.90602
4699,645.3,72.5,81.5,947.51,0.09684,0.90117
4700,573.6,50.1,50.7,886.82,0.0998,0.89954
4701,513.2,100.1,73.3,460.77,0.05521,0.8192
4702,549.4,97.6,47.4,708.46,0.24203,0.72094
4703,465.8,116.4,61.4,417.8,0.02477,0.77334
4704,551.2,82.8,62.4,825.92,0.14001,0.84824
4705,614.1,33.9,42.3,690.21,0.12124,0.87789
4706,509.4,75.6,77.4,586.5,0.12919,0.8568
4707,509.2,96.8,74.0,540.95,0.0882,0.59587
4708,531.8,54.0,87.9,813.72,0.10001,0.89813
4709,544.7,110.2,93.5,301.8,0.03788,0.70072
4710,496.1,34.1,82.3,896.6,0.09476,0.90491
4711,495.6,119.5,72.9,821.71,0.56207,0.3786
4712,617.4,37.2,63.6,524.01,0.12065,0.83709
4713,483.4,84.6,43.6,367.26,0.0124,0.86146
4714,583.9,77.5,75.9,669.41,0.13876,0.85822
4715,598.7,74.8,75.1,680.75,0.13114,0.86698
4716,491.9,103.2,64.1,377.68,0.02596,0.82
4717,569.6,50.9,74.5,676.35,0.09895,0.87839
4718,529.5,59.2,48.1,398.36,0.05061,0.88705
4719,501.2,35.4,54.4,399.16,0.06428,0.87408
4720,457.7,115.6,59.6,931.42,0.33014,0.64935
4721,644.3,107.4,56.9,812.32,0.46167,0.42752
4722,467.7,81.8,77.6,778.46,0.14356,0.83828
4723,489.3,54.3,88.6,903.11,0.09524,0.90338
4724,541.3,96.4,91.4,925.28,0.14004,0.85159
4725,624.4,108.1,81.2,847.97,0.40499,0.52847
4726,596.6,31.7,83.3,924.02,0.09157,0.90824
4727,461.6,65.4,55.9,482.31,0.12036,0.74883
4728,523.0,39.3,97.2,477.14,0.10418,0.79644
4729,474.4,72.1,83.0,590.13,0.20079,0.72314
4730,612.3,68.5,89.7,381.83,0.04923,0.87227
4731,522.0,61.3,56.3,712.16,0.11602,0.87062
4732,575.0,33.4,76.3,369.6,0.04061,0.89395
4733,615.4,67.8,78.5,423.32,0.0718,0.72175
4734,636.8,97.0,84.5,936.27,0.13154,0.86048
4735,592.1,39.8,80.9,816.64,0.10303,0.89645
4736,515.9,51.3,66.1,334.71,0.01612,0.82268
4737,480.2,31.7,40.0,327.01,0.01352,0.92669
4738,532.2,104.2,54.5,999.43,0.17852,0.81176
4739,619.0,99.2,94.7,942.85,0.13145,0.86028
4740,484.7,59.6,96.6,460.1,0.05883,0.65211
4741,640.9,85.8,66.1,783.65,0.5998,0.1836
4742,495.9,31.6,70.1,685.39,0.1157,0.88343
4743,476.5,102.8,63.0,926.88,0.21523,0.77184
4744,491.9,49.6,82.4,879.13,0.09736,0.90157
4745,475.1,86.9,68.8,830.93,0.16027,0.82635
4746,643.9,74.0,78.8,576.86,0.18938,0.55878
4747,541.0,38.8,98.5,657.02,0.1054,0.89046
4748,649.0,118.4,93.2,549.13,0.12905,0.64795
4749,518.4,80.4,40.3,829.42,0.1582,0.82792
4750,637.7,87.9,63.9,531.72,0.14204,0.80649
4751,515.7,39.9,42.0,638.63,0.11914,0.87116
4752,502.1,63.2,70.4,996.71,0.09499,0.90347
4753,540.7,45.9,85.1,990.74,0.08626,0.91315
4754,602.5,96.5,69.1,817.61,0.29035,0.65375
4755,518.2,116.1,85.9,529.53,0.1238,0.37331
4756,561.0,86.0,44.3,589.55,0.25082,0.61517
4757,453.9,51.2,63.5,698.48,0.10759,0.88659
4758,477.0,71.4,91.8,560.28,0.11797,0.78158
4759,606.4,113.0,67.3,706.06,0.14777,0.84761
4760,514.7,79.4,79.9,944.13,0.11198,0.88413
4761,592.6,31.1,90.6,700.25,0.11395,0.88542
4762,557.1,113.4,81.3,799.7,0.72807,0.15887
4763,495.3,105.9,64.6,388.45,0.00864,0.71081
4764,576.9,36.4,87.0,475.35,0.11285,0.86476
4765,536.3,112.7,68.7,456.24,0.11969,0.62224
4766,469.4,65.5,68.6,999.51,0.09907,0.899
4767,527.3,80.0,66.1,549.26,0.1427,0.70161
4768,607.0,99.5,50.6,472.42,0.11782,0.85222
4769,549.7,86.5,66.8,720.16,0.71538,0.07164
4770,528.0,73.5,79.3,993.03,0.10022,0.89733
4771,647.5,93.7,67.5,522.46,0.1041,0.86096
4772,471.3,90.9,61.0,364.92,0.03305,0.77321
4773,515.3,112.0,45.3,418.35,0.10538,0.60416
4774,616.5,113.0,42.5,378.53,0.08307,0.82503
4775,586.3,46.5,94.9,374.81,0.03585,0.80199
4776,459.9,107.0,42.7,345.34,0.0338,0.5704
4777,582.5,117.2,83.4,352.76,0.04499,0.82922
4778,576.5,74.2,60.2,495.52,0.13201,0.77008
4779,647.7,43.6,73.0,381.21,0.06566,0.92658
4780,579.9,85.6,71.2,694.13,0.19626,0.7871
4781,581.5,75.0,44.6,730.89,0.47588,0.28706
4782,526.1,34.2,84.9,314.57,0.00998,0.97308
4783,525.4,70.2,57.5,345.96,0.03043,0.75165
4784,569.5,84.7,48.9,754.12,0.48839,0.33976
4785,623.7,43.0,91.1,864.2,0.09737,0.90211
4786,593.8,81.2,45.2,372.62,0.0675,0.88059
4787,543.3,104.1,52.1,912.98,0.22184,0.76058
4788,508.0,89.6,65.8,509.97,0.09896,0.68771
4789,627.3,64.4,44.2,426.27,0.0962,0.81206
4790,500.2,74.3,62.9,752.75,0.13547,0.84598
4791,642.1,80.0,86.9,450.92,0.06239,0.67634
4792,505.0,44.8,68.5,784.89,0.10669,0.8922
4793,505.9,92.0,76.9,454.62,0.06541,0.83907
4794,503.6,43.0,72.1,540.73,0.11239,0.79913
4795,520.5,68.0,49.8,862.66,0.11496,0.88182
4796,532.8,114.6,47.2,965.94,0.26936,0.70997
4797,625.7,35.8,59.7,897.27,0.09546,0.90435
4798,480.0,87.3,85.1,708.23,0.46492,0.40136
4799,581.2,46.4,48.1,968.97,0.08998,0.90962
4800,530.1,42.9,57.6,614.12,0.16246,0.80288
4801,524.3,96.2,92.6,947.11,0.13949,0.85284
4802,478.5,41.2,66.9,610.84,0.10573,0.85719
4803,526.0,41.0,53.1,981.97,0.0879,0.91177
4804,491.8,43.1,62.7,753.58,0.10993,0.88885
4805,565.9,41.6,83.9,874.01,0.09702,0.90248
4806,499.4,104.1,94.6,314.1,0.00604,0.83268
4807,549.2,92.3,73.6,781.47,0.27172,0.67266
4808,637.0,103.1,69.1,341.16,0.00242,0.69846
4809,529.2,59.6,44.6,422.48,0.09353,0.79685
4810,632.5,72.4,90.6,522.0,0.11795,0.78287
4811,473.8,60.1,40.5,729.14,0.12749,0.86212
4812,618.2,58.2,62.8,316.69,0.01155,0.96768
4813,516.1,37.0,59.0,458.74,0.09707,0.86148
4814,600.6,62.0,67.1,970.46,0.09338,0.90551
4815,476.1,45.3,79.1,498.91,0.09915,0.79285
4816,491.6,91.9,97.9,911.24,0.13403,0.85796
4817,586.3,107.5,63.3,893.24,0.24566,0.73097
4818,604.6,45.4,70.0,602.27,0.11246,0.83298
4819,554.3,48.0,60.5,711.18,0.11161,0.88549
4820,543.6,53.7,65.9,806.6,0.10599,0.89234
4821,574.2,55.7,85.8,526.82,0.13466,0.74424
4822,507.9,52.4,53.1,898.47,0.10044,0.89862
4823,546.2,84.0,82.4,390.64,0.03385,0.57078
4824,474.6,119.1,55.0,459.51,0.14344,0.47826
4825,607.8,91.4,65.2,849.62,0.16403,0.81864
4826,513.3,92.5,52.0,883.36,0.17679,0.81101
